trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount
14.48,34.02,2.0,12,0,High,Clear,60.88
5.74,9.04,1.0,7,1,Medium,Rainy,26.01
5.99,8.96,5.0,0,0,Low,Clear,19.26
6.6,15.56,1.0,8,0,High,Rainy,37.62
1.5,1.43,2.0,1,0,Low,Clear,6.29
1.76,1.0,1.0,13,0,Medium,Rainy,8.63
3.07,5.05,2.0,12,0,Medium,Cloudy,12.88
7.2,13.31,2.0,15,0,Medium,Clear,25.62
1.89,1.51,2.0,1,0,High,Clear,13.44
0.99,1.0,1.0,3,0,High,Clear,8.13
0.5,1.0,2.0,15,0,Medium,Clear,4.68
12.41,23.74,1.0,2,1,Medium,Clear,42.11
2.82,4.2,1.0,3,1,Medium,Clear,14.29
1.17,1.0,1.0,5,0,Very High,Clear,13.93
1.26,2.7,4.0,22,0,Low,Clear,7.9
9.56,15.43,2.0,4,1,Low,Foggy,29.51
8.24,23.68,5.0,17,1,Very High,Rainy,62.31
12.21,34.88,2.0,2,0,Very High,Clear,72.12
9.42,17.47,3.0,10,1,Medium,Clear,31.65
1.36,1.0,1.0,18,0,Medium,Clear,8.83
2.23,4.04,1.0,13,0,Medium,Clear,8.98
14.77,26.91,1.0,20,1,Medium,Foggy,54.76
1.88,3.38,1.0,10,0,Medium,Rainy,11.97
0.6,2.67,1.0,20,0,Low,Rainy,7.01
9.72,15.82,1.0,3,1,Medium,Cloudy,35.31
4.12,8.08,1.0,23,0,Medium,Cloudy,14.85
8.4,13.91,3.0,5,0,Medium,Rainy,34.78
0.76,4.91,1.0,16,0,High,Rainy,9.85
2.39,4.8,1.0,18,0,Medium,Cloudy,12.06
3.29,2.85,2.0,12,0,Medium,Cloudy,11.46
4.12,5.71,2.0,21,0,Low,Clear,10.46
0.5,1.0,4.0,9,0,Medium,Clear,9.08
5.49,12.84,3.0,10,0,High,Foggy,28.81
1.05,1.0,1.0,5,0,Medium,Foggy,10.16
4.1,12.8,1.0,1,0,Very High,Rainy,33.4
3.46,6.81,1.0,0,0,Medium,Clear,14.85
11.86,15.36,5.0,10,0,Low,Clear,29.38
13.0,25.14,2.0,15,1,Medium,Clear,42.82
1.33,7.28,1.0,2,0,High,Cloudy,13.68
3.65,6.44,1.0,4,0,Medium,Rainy,19.42
3.74,10.46,1.0,14,0,High,Foggy,22.68
1.31,1.0,1.0,14,1,High,Rainy,9.37
12.81,20.15,3.0,3,0,Low,Clear,32.12
9.83,13.61,2.0,22,1,Low,Clear,26.81
1.69,2.63,2.0,3,0,Medium,Foggy,10.38
3.65,6.67,1.0,7,1,Low,Rainy,16.7
0.89,1.18,1.0,6,0,Medium,Cloudy,6.89
7.92,15.18,2.0,16,1,High,Clear,34.38
1.04,5.0,2.0,14,1,Medium,Cloudy,5.36
12.14,21.08,1.0,12,0,Medium,Clear,38.88
3.96,6.2,3.0,3,0,Low,Clear,13.78
6.91,16.34,1.0,21,0,High,Cloudy,31.61
6.46,12.38,1.0,21,0,Medium,Snowy,25.03
1.53,5.17,2.0,16,0,Medium,Clear,7.17
3.81,9.84,1.0,13,0,High,Cloudy,19.38
14.82,25.42,2.0,13,0,Medium,Cloudy,48.36
8.27,7.21,1.0,16,1,Low,Cloudy,20.97
8.42,24.3,1.0,7,1,Very High,Clear,51.52
17.95,31.15,2.0,12,1,Medium,Clear,56.4
20.19,35.76,4.0,21,1,Medium,Clear,65.02
0.8,2.99,1.0,15,0,Very High,Clear,9.24
6.28,15.57,1.0,15,1,High,Clear,28.68
10.79,22.48,2.0,5,0,Medium,Foggy,40.95
11.32,29.6,1.0,21,0,High,Cloudy,52.4
7.47,14.48,1.0,23,0,Medium,Clear,26.16
1.46,1.0,1.0,3,1,Low,Foggy,9.49
12.77,22.15,1.0,2,0,Medium,Clear,43.42
10.19,18.02,1.0,5,0,Medium,Clear,34.71
0.72,3.74,5.0,3,0,High,Clear,10.52
4.99,6.48,3.0,17,0,Low,Rainy,16.19
1.53,5.48,5.0,5,1,High,Cloudy,15.89
3.29,3.12,6.0,4,0,Medium,Clear,13.03
0.5,1.51,1.0,8,0,Medium,Clear,7.2
4.09,6.17,1.0,10,0,Medium,Cloudy,16.17
6.39,13.03,2.0,5,0,Medium,Cloudy,25.13
7.73,13.98,4.0,15,0,Medium,Rainy,28.62
8.71,17.93,1.0,18,0,Medium,Cloudy,35.06
14.48,32.8,1.0,10,0,High,Cloudy,62.57
1.94,3.59,1.0,20,0,Medium,Rainy,12.61
1.03,4.01,1.0,14,0,High,Cloudy,9.33
15.26,35.28,1.0,23,0,High,Clear,67.19
1.36,3.28,1.0,8,1,High,Clear,11.11
5.56,7.26,5.0,18,0,Medium,Clear,21.69
0.82,10.58,5.0,8,0,High,Clear,11.05
2.89,4.92,1.0,22,0,Medium,Clear,12.93
8.13,24.11,2.0,3,0,Very High,Clear,50.57
3.45,5.42,1.0,9,1,Low,Clear,12.89
0.54,3.38,4.0,18,0,Low,Clear,6.8
6.38,10.08,1.0,14,0,Low,Cloudy,16.88
7.15,11.84,1.0,18,1,High,Clear,34.66
8.46,14.03,1.0,1,1,Low,Cloudy,23.8
2.36,3.94,1.0,9,0,High,Clear,17.77
3.63,8.57,1.0,18,0,Medium,Clear,17.35
14.85,28.47,2.0,16,0,Medium,Cloudy,49.41
1.73,4.56,1.0,19,1,Medium,Cloudy,12.53
14.03,22.05,2.0,23,1,Low,Rainy,41.03
6.62,23.65,4.0,20,1,Very High,Clear,47.45
11.49,27.76,2.0,1,0,High,Cloudy,55.03
10.0,16.19,1.0,18,0,Medium,Clear,33.55
1.86,4.93,2.0,16,1,Low,Cloudy,7.72
6.73,11.76,1.0,17,0,Medium,Clear,26.51
16.18,26.96,1.0,16,1,Low,Rainy,46.12
4.53,13.62,1.0,1,0,High,Cloudy,28.52
4.81,6.46,2.0,0,0,Medium,Snowy,22.09
1.23,1.94,1.0,10,1,High,Foggy,9.28
3.95,8.61,1.0,9,0,Low,Cloudy,14.47
3.08,7.28,5.0,15,0,High,Clear,18.4
16.21,23.77,1.0,23,0,Low,Clear,41.01
17.05,29.61,1.0,4,0,Medium,Cloudy,58.93
3.45,4.13,1.0,23,0,Medium,Snowy,20.16
0.7,1.78,2.0,22,0,Medium,Rainy,8.89
10.32,20.75,1.0,11,1,Medium,Clear,32.99
2.99,2.63,1.0,3,1,Medium,Cloudy,12.75
12.22,24.57,2.0,22,0,Medium,Clear,41.71
4.68,9.76,1.0,5,1,Low,Cloudy,15.97
5.31,9.23,2.0,18,0,Low,Clear,18.11
12.04,25.88,1.0,8,1,Medium,Clear,43.18
3.85,6.49,2.0,11,1,Low,Clear,13.96
4.68,11.61,2.0,14,0,High,Rainy,22.56
3.78,9.48,1.0,15,0,High,Cloudy,19.85
3.66,9.58,2.0,12,0,Medium,Clear,16.01
5.97,14.96,1.0,20,1,High,Clear,30.28
13.24,23.77,1.0,23,0,Medium,Rainy,49.31
3.59,6.23,1.0,6,0,Low,Foggy,12.94
5.94,12.0,1.0,22,0,Medium,Rainy,28.76
8.89,20.24,1.0,19,1,High,Clear,45.21
2.51,5.81,2.0,3,1,Low,Clear,10.14
2.6,5.06,1.0,10,0,Medium,Clear,12.81
10.29,20.31,3.0,5,1,Medium,Cloudy,39.25
6.89,11.47,2.0,9,1,Medium,Clear,25.89
8.35,13.7,1.0,6,0,Medium,Foggy,28.78
0.5,1.0,1.0,6,0,Low,Rainy,6.12
7.7,11.39,1.0,3,0,Low,Clear,24.08
5.7,13.87,1.0,2,0,Medium,Cloudy,24.1
6.31,14.58,4.0,23,0,High,Cloudy,33.79
3.56,7.42,1.0,6,0,Medium,Cloudy,14.64
0.68,3.02,2.0,3,0,Medium,Rainy,11.41
1.72,2.51,5.0,12,0,Medium,Clear,7.55
4.2,9.98,1.0,16,0,Medium,Clear,15.2
5.03,8.68,2.0,6,1,Low,Cloudy,13.13
0.5,1.0,3.0,16,1,Low,Cloudy,3.72
0.5,1.0,2.0,3,0,Low,Clear,4.71
10.1,19.11,4.0,10,1,Medium,Clear,33.0
6.18,9.93,1.0,2,0,Low,Clear,19.6
5.69,13.16,3.0,10,1,Medium,Clear,23.24
2.23,5.25,5.0,2,0,Medium,Cloudy,14.59
10.92,18.51,1.0,11,0,Medium,Clear,40.7
1.47,1.85,2.0,0,0,High,Clear,11.71
1.69,3.79,2.0,3,0,Medium,Clear,10.86
4.94,14.36,3.0,13,0,Very High,Clear,30.18
2.7,6.01,3.0,0,0,Very High,Clear,21.25
2.27,7.38,1.0,13,0,High,Clear,13.6
8.29,19.13,2.0,12,1,Very High,Cloudy,46.21
8.42,13.3,3.0,12,0,Low,Rainy,23.57
13.92,29.27,2.0,23,0,High,Rainy,69.23
4.33,9.88,2.0,14,0,Medium,Clear,18.74
0.61,1.0,1.0,16,1,High,Clear,5.95
2.56,6.3,1.0,11,0,Medium,Cloudy,13.17
7.26,23.34,5.0,22,0,Very High,Rainy,55.99
9.9,11.12,1.0,13,0,Low,Cloudy,24.85
0.5,2.92,2.0,11,0,High,Clear,7.42
5.84,12.36,3.0,17,0,High,Clear,28.97
0.5,1.69,3.0,3,0,Medium,Foggy,8.07
6.74,13.47,2.0,13,0,Medium,Cloudy,25.09
20.28,27.64,1.0,18,0,Low,Rainy,55.19
6.22,18.51,3.0,22,0,Very High,Cloudy,41.23
4.9,11.63,2.0,17,1,High,Clear,27.57
8.96,13.69,1.0,5,1,Low,Rainy,27.88
0.54,2.68,6.0,8,0,Medium,Clear,10.9
5.01,8.45,3.0,11,0,Medium,Clear,18.63
2.2,5.8,2.0,18,1,Medium,Cloudy,12.73
5.08,8.76,5.0,13,0,Low,Cloudy,15.0
4.86,8.77,4.0,14,0,Medium,Cloudy,18.8
6.98,19.92,3.0,10,0,High,Cloudy,34.02
3.53,6.2,2.0,5,0,Low,Clear,15.53
1.44,2.55,1.0,13,1,Low,Cloudy,6.46
5.6,9.55,1.0,2,0,Low,Cloudy,18.1
14.19,32.78,1.0,18,0,High,Clear,63.2
8.73,18.77,1.0,19,1,Medium,Clear,34.22
3.3,10.58,2.0,10,1,Low,Cloudy,11.82
19.46,27.05,4.0,16,0,Low,Rainy,53.75
1.88,1.0,2.0,16,0,Medium,Rainy,8.24
0.5,1.97,1.0,22,1,High,Cloudy,8.85
10.82,19.52,1.0,2,1,Medium,Clear,40.39
14.06,25.98,1.0,13,1,Medium,Clear,45.68
17.65,29.88,1.0,18,0,Low,Cloudy,47.66
7.34,13.97,2.0,2,0,Medium,Clear,27.96
6.04,11.73,2.0,1,1,Low,Clear,19.81
0.5,1.0,2.0,16,0,High,Cloudy,4.91
2.27,4.45,1.0,8,0,Medium,Clear,11.83
4.92,10.04,1.0,21,0,Medium,Cloudy,19.83
7.92,15.12,1.0,5,1,Medium,Cloudy,30.51
6.52,15.63,1.0,23,0,High,Rainy,38.22
10.86,17.58,3.0,20,0,Medium,Clear,38.08
2.63,5.57,1.0,8,0,Medium,Clear,16.21
6.66,10.8,1.0,4,0,Medium,Rainy,28.51
0.74,1.0,1.0,1,0,Medium,Clear,9.36
4.27,8.04,2.0,21,0,Medium,Foggy,19.58
11.1,20.11,1.0,14,1,Medium,Clear,36.13
9.46,17.15,1.0,8,1,Medium,Cloudy,37.22
2.6,3.59,1.0,9,0,Low,Clear,11.48
5.52,10.58,1.0,3,0,Low,Foggy,19.3
3.2,4.55,1.0,9,0,Low,Cloudy,11.84
4.65,6.5,5.0,7,0,Medium,Clear,21.18
15.56,10.58,1.0,21,0,High,Clear,66.58
9.22,18.73,1.0,12,1,Medium,Foggy,37.4
1.82,3.49,1.0,6,0,Medium,Clear,7.21
16.53,32.2,2.0,3,1,Medium,Clear,55.3
0.5,1.0,1.0,14,0,High,Clear,5.75
17.56,33.0,1.0,11,1,Medium,Clear,57.0
3.19,8.78,2.0,15,1,Medium,Foggy,16.34
3.02,5.07,4.0,5,0,Medium,Clear,14.05
5.74,11.98,1.0,8,0,Medium,Clear,23.19
0.5,1.0,2.0,7,0,High,Clear,10.31
3.47,11.27,1.0,6,0,Very High,Clear,24.36
4.03,8.41,1.0,12,0,Medium,Clear,15.97
1.78,1.42,1.0,18,0,Low,Cloudy,8.14
4.42,7.19,1.0,6,0,Low,Clear,13.81
3.9,6.11,4.0,9,1,Low,Foggy,15.03
19.76,29.86,1.0,11,0,Low,Cloudy,51.18
11.48,22.07,2.0,2,0,Medium,Cloudy,43.55
5.63,7.38,1.0,23,0,Low,Foggy,17.92
5.01,7.68,2.0,18,1,Low,Cloudy,17.97
0.5,3.14,3.0,14,1,Medium,Clear,6.12
2.43,4.81,1.0,7,0,Low,Rainy,12.44
4.58,11.54,1.0,11,0,High,Clear,23.09
1.37,2.16,4.0,19,0,High,Cloudy,12.63
11.65,31.54,2.0,9,0,Very High,Cloudy,70.72
2.5,2.9,2.0,1,0,Low,Rainy,8.62
7.15,17.34,2.0,23,0,High,Clear,35.45
10.23,15.55,5.0,12,0,Medium,Clear,33.99
17.07,22.94,1.0,7,1,Low,Foggy,47.07
5.79,12.46,1.0,22,0,Low,Cloudy,20.02
11.92,26.04,1.0,15,0,High,Clear,50.76
6.61,10.7,1.0,10,1,Medium,Snowy,26.5
6.44,8.86,4.0,3,1,Low,Clear,17.69
0.98,1.0,1.0,16,0,Medium,Snowy,5.41
1.08,1.0,2.0,15,0,Low,Clear,5.67
6.03,8.3,2.0,18,1,Low,Snowy,22.28
2.51,7.34,3.0,22,0,Very High,Clear,22.84
0.5,1.0,1.0,10,0,Medium,Rainy,5.91
10.27,20.94,2.0,6,0,Medium,Rainy,39.93
0.5,4.25,1.0,12,0,Very High,Cloudy,7.19
7.24,9.69,2.0,18,0,Medium,Rainy,31.58
6.2,15.34,1.0,16,1,Medium,Cloudy,24.55
5.3,10.45,1.0,12,0,Medium,Clear,19.89
0.53,1.0,1.0,11,0,Medium,Cloudy,3.92
6.42,9.96,1.0,6,0,Low,Cloudy,17.05
14.72,36.02,3.0,0,0,High,Clear,67.13
4.5,12.82,1.0,19,1,Medium,Cloudy,23.23
3.09,4.13,1.0,22,0,High,Rainy,18.97
18.97,35.15,1.0,13,0,Medium,Clear,69.01
1.7,2.71,1.0,14,0,Low,Clear,7.19
7.65,10.58,1.0,10,0,High,Foggy,39.53
4.16,6.07,1.0,23,0,Low,Foggy,14.96
0.5,1.0,2.0,8,0,Low,Clear,5.92
3.41,5.22,1.0,16,0,Low,Cloudy,12.57
2.47,4.97,5.0,3,0,High,Cloudy,18.87
9.27,15.88,1.0,19,0,Low,Cloudy,26.72
2.5,5.57,2.0,6,0,Low,Cloudy,8.27
13.35,32.94,1.0,0,1,High,Clear,61.83
0.5,3.41,1.0,8,0,Medium,Clear,6.92
6.18,10.18,1.0,12,0,Low,Clear,16.4
0.59,1.0,1.0,23,0,High,Clear,7.78
11.63,24.0,1.0,1,1,Medium,Rainy,47.46
8.58,16.67,1.0,23,0,Medium,Clear,32.65
13.89,24.08,1.0,14,1,Medium,Clear,44.34
8.34,26.39,1.0,16,0,Very High,Rainy,54.81
10.01,10.58,1.0,6,1,Medium,Clear,31.25
5.82,10.58,2.0,11,0,Medium,Cloudy,23.27
1.0,4.27,5.0,2,1,High,Clear,12.56
6.01,9.52,1.0,22,1,Low,Clear,18.5
1.09,1.0,1.0,21,0,Low,Rainy,6.71
7.18,18.85,1.0,14,0,Very High,Cloudy,41.87
5.27,13.79,1.0,6,0,High,Clear,26.8
7.8,22.04,2.0,22,0,Very High,Foggy,51.1
0.5,1.84,1.0,0,0,High,Clear,8.9
1.73,2.96,3.0,13,1,Medium,Snowy,11.26
5.41,8.71,2.0,18,0,Low,Clear,15.92
3.87,12.11,1.0,9,0,Medium,Clear,19.9
4.42,9.09,1.0,0,0,Medium,Clear,18.38
10.03,18.03,1.0,4,1,Medium,Clear,34.02
7.41,21.47,1.0,2,0,Very High,Clear,47.51
2.84,2.36,5.0,16,0,Low,Clear,10.03
4.23,4.43,1.0,17,0,Low,Clear,13.28
1.96,6.17,2.0,20,0,Medium,Snowy,14.1
1.12,5.43,1.0,21,0,Very High,Cloudy,13.98
3.72,3.73,1.0,21,0,Medium,Cloudy,14.67
0.5,10.58,1.0,17,0,Low,Cloudy,7.83
2.01,4.37,2.0,15,1,Medium,Rainy,9.92
12.13,32.92,5.0,1,0,Very High,Rainy,79.92
1.8,1.0,2.0,14,0,Medium,Foggy,8.71
0.67,1.0,1.0,12,0,High,Rainy,6.56
5.15,9.01,1.0,12,1,Medium,Rainy,22.08
0.5,1.58,3.0,15,1,Low,Cloudy,3.0
0.71,4.76,1.0,7,1,Medium,Cloudy,8.43
13.19,28.56,4.0,10,0,High,Cloudy,57.94
11.81,31.66,1.0,7,0,Very High,Clear,70.2
15.42,30.06,1.0,9,1,Medium,Clear,53.35
9.2,17.5,6.0,22,1,Medium,Clear,32.31
0.5,1.0,1.0,0,1,High,Cloudy,12.52
12.22,16.67,1.0,11,0,Low,Clear,30.37
12.84,23.94,2.0,4,0,Medium,Foggy,47.76
5.68,14.11,1.0,8,1,Very High,Clear,36.1
2.12,5.28,3.0,15,0,High,Clear,12.27
14.93,19.64,4.0,17,1,Low,Clear,39.57
10.39,15.68,5.0,7,0,Low,Rainy,34.0
1.35,3.33,2.0,10,0,Medium,Foggy,8.16
2.05,6.27,1.0,19,0,Medium,Clear,13.14
1.9,2.82,2.0,18,0,Medium,Clear,10.95
12.58,23.59,1.0,3,0,Medium,Snowy,53.79
1.66,10.58,1.0,19,0,Low,Clear,8.94
0.55,5.51,4.0,9,0,Very High,Clear,12.96
0.5,1.0,1.0,12,1,High,Snowy,5.5
14.43,16.55,2.0,19,0,Low,Clear,35.84
3.64,10.58,1.0,13,0,High,Foggy,19.41
14.74,25.58,1.0,20,0,Low,Clear,39.92
6.47,17.33,1.0,1,1,High,Rainy,38.45
0.5,4.24,2.0,18,1,Medium,Cloudy,9.47
0.63,1.46,2.0,16,0,Low,Clear,4.17
2.31,6.75,3.0,15,1,High,Cloudy,12.59
8.85,21.89,2.0,12,0,Medium,Snowy,39.56
17.53,28.48,1.0,23,0,Low,Clear,46.12
4.93,9.11,2.0,23,0,Medium,Clear,19.22
7.47,12.23,1.0,21,1,Low,Cloudy,19.45
1.67,5.94,2.0,22,1,Medium,Foggy,13.58
13.08,25.77,1.0,17,0,Medium,Rainy,50.73
2.5,7.26,5.0,11,0,Medium,Rainy,14.79
5.46,15.3,1.0,22,1,Medium,Clear,24.51
0.72,1.0,1.0,0,0,High,Clear,7.6
6.55,20.07,1.0,14,1,Very High,Cloudy,41.57
5.59,9.3,1.0,2,0,Low,Rainy,18.23
1.25,2.13,1.0,5,0,High,Clear,10.93
4.67,12.01,2.0,13,0,Very High,Cloudy,30.17
3.25,10.86,4.0,22,0,High,Clear,22.23
5.9,14.77,1.0,5,1,Very High,Cloudy,40.52
7.05,10.4,1.0,0,0,Medium,Foggy,27.13
0.5,1.0,2.0,19,0,High,Cloudy,8.84
11.45,23.06,1.0,5,0,High,Clear,52.18
9.99,17.04,4.0,7,0,Medium,Rainy,40.51
3.65,6.38,1.0,14,1,High,Cloudy,19.53
0.5,1.11,1.0,13,0,Medium,Rainy,7.65
11.25,19.77,1.0,15,1,Low,Foggy,31.03
2.2,6.85,2.0,22,1,High,Cloudy,15.82
3.13,8.78,1.0,15,1,High,Cloudy,19.77
1.62,1.0,1.0,18,0,Medium,Clear,8.28
6.88,11.8,5.0,23,1,Medium,Rainy,31.22
1.35,1.27,3.0,0,0,Low,Cloudy,6.42
3.52,7.36,1.0,3,0,Medium,Rainy,18.74
9.55,23.34,3.0,23,1,High,Rainy,52.49
6.57,15.94,2.0,9,0,High,Clear,33.18
3.91,7.3,1.0,19,1,High,Rainy,22.7
4.36,11.16,1.0,17,1,Very High,Rainy,34.28
6.61,12.36,3.0,1,1,High,Rainy,34.64
0.5,1.0,1.0,3,0,Low,Cloudy,3.87
0.65,1.0,2.0,14,0,Medium,Cloudy,3.0
17.05,26.64,1.0,3,0,Low,Clear,45.47
0.65,2.61,3.0,15,1,Medium,Rainy,8.21
9.82,22.16,1.0,14,0,High,Cloudy,43.87
20.21,30.88,1.0,17,0,Low,Cloudy,52.89
2.53,5.45,1.0,6,0,High,Clear,14.86
3.7,4.71,1.0,14,0,Medium,Cloudy,14.9
6.73,14.05,1.0,21,0,High,Clear,32.41
17.08,21.08,1.0,10,0,Low,Foggy,44.62
10.76,18.99,2.0,7,1,Medium,Clear,39.09
0.72,1.0,2.0,23,0,High,Cloudy,8.18
8.85,22.21,1.0,0,0,High,Cloudy,44.15
4.23,10.89,1.0,2,0,High,Rainy,28.11
5.09,8.74,1.0,4,1,Low,Rainy,17.08
0.5,2.13,3.0,17,0,Low,Snowy,7.29
1.7,3.95,1.0,11,0,High,Clear,9.29
12.5,18.73,3.0,11,0,Low,Clear,30.37
4.84,12.91,1.0,20,0,High,Cloudy,27.65
2.87,6.72,6.0,18,0,Medium,Rainy,20.18
3.88,9.33,1.0,8,0,Medium,Clear,18.48
15.42,28.83,1.0,10,1,Medium,Clear,53.61
11.06,29.55,2.0,16,0,Very High,Rainy,70.84
2.54,6.38,5.0,15,0,High,Rainy,19.07
1.0,1.17,2.0,3,0,High,Clear,8.31
2.32,5.66,1.0,9,0,Medium,Rainy,14.74
20.28,31.0,1.0,21,1,Low,Clear,48.48
6.97,19.97,4.0,14,0,Very High,Clear,41.5
6.1,8.37,1.0,18,1,Low,Clear,17.86
7.26,15.61,1.0,2,1,Medium,Foggy,30.37
3.65,8.69,3.0,20,0,Medium,Cloudy,19.16
13.16,23.55,4.0,22,1,Medium,Clear,44.6
5.93,8.66,2.0,4,0,Medium,Clear,23.14
0.99,2.66,6.0,10,0,High,Rainy,9.03
1.11,5.54,1.0,23,0,Very High,Cloudy,16.07
6.16,9.03,1.0,4,0,Medium,Snowy,26.85
2.95,5.22,1.0,5,0,High,Clear,18.3
16.29,28.51,3.0,12,0,Medium,Rainy,56.79
11.55,34.78,4.0,1,0,Very High,Clear,71.99
2.28,4.72,1.0,18,0,Low,Snowy,12.07
0.5,1.0,1.0,10,0,Low,Clear,5.98
0.86,3.58,1.0,19,0,High,Clear,11.4
10.43,25.62,2.0,4,0,High,Cloudy,52.26
1.78,1.0,1.0,8,0,Medium,Clear,10.14
3.71,7.12,3.0,5,0,Medium,Clear,16.78
5.57,13.27,1.0,16,0,Medium,Cloudy,22.25
10.34,20.34,1.0,18,0,Medium,Clear,37.53
0.96,1.0,1.0,22,0,Low,Cloudy,5.95
4.17,7.55,2.0,7,1,High,Rainy,25.7
5.31,9.96,1.0,6,0,Low,Cloudy,16.67
6.23,10.58,2.0,4,0,Medium,Foggy,25.81
13.65,33.98,1.0,14,0,High,Clear,61.02
1.51,6.36,1.0,9,0,Low,Clear,7.62
13.2,30.21,1.0,23,0,High,Cloudy,62.28
9.44,20.71,2.0,15,0,High,Clear,40.56
6.49,7.72,1.0,8,0,Low,Clear,16.91
9.62,10.58,4.0,6,0,High,Foggy,49.38
4.25,6.76,1.0,10,1,Medium,Cloudy,17.81
1.19,1.96,1.0,8,0,High,Clear,11.35
8.77,18.17,1.0,16,0,High,Rainy,44.07
5.95,12.97,1.0,8,1,High,Clear,30.21
8.16,13.89,2.0,2,0,Medium,Cloudy,29.76
3.3,1.0,2.0,21,1,Low,Clear,8.08
18.99,33.93,3.0,7,0,Medium,Clear,62.43
7.08,17.95,1.0,18,0,High,Clear,36.16
0.71,4.72,1.0,19,0,Very High,Foggy,14.39
4.78,6.96,1.0,15,1,Low,Clear,10.12
11.3,17.02,1.0,6,0,Low,Cloudy,29.44
12.64,29.96,1.0,6,1,High,Clear,54.23
5.46,14.16,5.0,19,0,Medium,Clear,25.71
18.01,10.58,2.0,12,0,Medium,Cloudy,58.98
2.49,1.21,3.0,2,1,Low,Cloudy,9.93
4.23,7.83,1.0,11,0,Medium,Rainy,18.01
9.26,14.63,1.0,12,1,Medium,Clear,28.87
0.74,1.11,1.0,15,0,Medium,Snowy,5.49
3.09,7.74,6.0,3,0,Low,Cloudy,13.89
1.57,1.0,1.0,11,0,High,Clear,6.56
2.19,1.0,2.0,16,0,Medium,Cloudy,7.69
4.33,7.63,2.0,0,0,Low,Clear,14.42
2.31,2.51,1.0,16,1,Very High,Snowy,15.98
3.09,3.84,4.0,1,0,Low,Clear,11.0
1.16,2.16,1.0,5,0,Very High,Clear,12.0
2.81,4.93,2.0,11,0,Low,Cloudy,9.4
6.79,8.85,1.0,10,1,Low,Clear,17.14
4.67,11.84,1.0,20,0,High,Cloudy,27.35
3.41,4.26,1.0,10,0,Medium,Snowy,16.92
10.98,18.1,4.0,17,0,Medium,Cloudy,40.47
17.92,26.92,1.0,7,0,Low,Foggy,48.57
11.31,21.42,1.0,6,1,Medium,Clear,40.96
3.23,6.65,1.0,13,0,Medium,Clear,14.72
10.91,23.42,1.0,15,0,Medium,Foggy,40.13
1.32,5.04,2.0,11,0,Medium,Clear,7.26
1.12,3.0,3.0,8,1,Medium,Rainy,11.0
3.39,11.28,4.0,19,0,Very High,Clear,28.49
13.19,31.19,2.0,22,0,High,Clear,62.04
2.26,6.6,4.0,20,0,Medium,Cloudy,14.62
0.52,1.7,2.0,15,1,Medium,Rainy,4.85
1.13,1.01,5.0,20,0,Medium,Foggy,10.04
15.66,27.86,1.0,18,0,Medium,Clear,53.8
8.04,17.38,1.0,15,0,Medium,Cloudy,28.07
2.34,5.07,6.0,8,0,High,Clear,19.6
6.48,18.9,2.0,12,1,High,Rainy,35.42
6.0,9.04,4.0,4,0,Medium,Clear,23.61
8.52,18.48,1.0,21,1,Medium,Cloudy,32.73
2.12,3.12,4.0,18,0,Medium,Clear,15.43
15.98,30.78,2.0,9,0,Medium,Clear,54.68
2.96,4.28,1.0,6,0,High,Rainy,15.86
9.48,18.36,1.0,8,1,High,Clear,42.99
0.5,3.71,1.0,13,0,Low,Cloudy,5.05
3.73,7.79,4.0,14,1,High,Cloudy,18.29
3.47,10.04,2.0,12,0,High,Clear,20.46
6.27,8.09,4.0,9,0,Low,Clear,19.83
0.6,2.87,1.0,13,1,Low,Rainy,4.83
12.49,28.18,5.0,20,1,High,Snowy,69.54
1.96,1.25,1.0,22,0,Medium,Clear,9.43
9.04,22.31,1.0,11,0,High,Clear,40.64
13.01,21.4,1.0,18,0,Low,Clear,36.0
6.6,11.18,1.0,5,0,Low,Rainy,23.52
10.8,15.91,1.0,11,0,Low,Cloudy,29.32
8.67,12.76,1.0,23,0,Medium,Clear,31.87
3.51,4.44,1.0,12,0,Medium,Clear,13.32
13.24,29.38,1.0,7,0,High,Rainy,67.75
2.79,5.97,4.0,15,1,High,Clear,17.85
6.77,21.56,1.0,1,0,Very High,Rainy,51.19
10.94,16.18,2.0,21,0,Low,Clear,27.27
3.81,1.5,4.0,6,1,Low,Rainy,10.99
2.89,1.0,1.0,11,0,Low,Cloudy,6.29
4.92,7.84,3.0,6,0,Medium,Cloudy,18.81
13.63,24.53,1.0,18,0,Medium,Cloudy,47.78
6.3,6.55,1.0,8,1,Low,Cloudy,17.64
8.67,10.24,1.0,17,0,Low,Clear,25.06
18.69,35.95,2.0,10,0,Medium,Snowy,72.78
0.83,4.22,1.0,15,0,Medium,Foggy,8.3
2.11,1.0,1.0,18,1,High,Cloudy,14.27
9.87,21.41,1.0,10,0,High,Clear,43.27
13.89,23.06,1.0,17,0,Low,Clear,37.11
4.29,6.19,6.0,3,0,Medium,Foggy,19.59
0.75,3.73,2.0,17,0,Medium,Clear,9.13
4.61,7.0,1.0,18,0,Low,Rainy,18.41
2.1,6.2,1.0,12,0,High,Cloudy,15.07
2.75,2.72,1.0,3,0,Low,Clear,9.38
11.84,10.58,1.0,9,0,Medium,Clear,42.68
0.63,1.0,6.0,21,0,Low,Cloudy,5.83
